order_id,customer_id,order_date,month,quarter,year,order_status,sales_channel,payment_method,discount_pct,subtotal,shipping_cost,order_total,delivery_days
O00254,C0384,8/3/2022,August,Q3,2022,Returned,Mobile App,Google Pay,0.2,866.9,0,866.9,
O00255,C0231,7/26/2023,July,Q3,2023,Delivered,Mobile App,Google Pay,0.2,202.6,0,202.6,8
O00256,C0415,11/6/2023,November,Q4,2023,Delivered,Mobile App,Apple Pay,0.05,1162.29,0,1162.29,13
O00257,C0017,5/23/2022,May,Q2,2022,Delivered,Mobile App,Google Pay,0.1,543.34,0,543.34,9
O00258,C0198,7/12/2022,July,Q3,2022,Delivered,In-Store,Google Pay,0.05,886.46,0,886.46,3
O00259,C0102,3/13/2022,March,Q1,2022,Cancelled,Mobile App,Debit Card,0,997.9,0,997.9,
O00260,C0081,4/24/2022,April,Q2,2022,Delivered,Online,Credit Card,0.05,466.37,0,466.37,3
O00261,C0310,8/12/2023,August,Q3,2023,Returned,Mobile App,Apple Pay,0,649.97,0,649.97,
O00262,C0169,8/6/2023,August,Q3,2023,Pending,Online,Google Pay,0,1117.85,0,1117.85,
O00263,C0461,9/25/2023,September,Q3,2023,Pending,Online,Debit Card,0.15,1049.74,0,1049.74,
O00264,C0358,8/11/2022,August,Q3,2022,Delivered,Mobile App,Credit Card,0,767.81,0,767.81,1
O00265,C0038,10/17/2023,October,Q4,2023,Delivered,In-Store,Apple Pay,0.2,1006.91,0,1006.91,2
O00266,C0043,7/16/2023,July,Q3,2023,Pending,Mobile App,Apple Pay,0.2,215.03,0,215.03,
O00267,C0091,10/29/2022,October,Q4,2022,Delivered,Mobile App,Credit Card,0.15,401.19,0,401.19,3
O00268,C0226,1/2/2023,January,Q1,2023,Returned,Online,Google Pay,0,399.99,0,399.99,
O00269,C0200,12/8/2023,December,Q4,2023,Pending,Online,Google Pay,0,416.84,0,416.84,
O00270,C0216,1/29/2022,January,Q1,2022,Delivered,Mobile App,Credit Card,0,461.28,0,461.28,12
O00271,C0086,2/15/2022,February,Q1,2022,Delivered,In-Store,PayPal,0.1,1145.54,0,1145.54,6
O00272,C0089,1/16/2022,January,Q1,2022,Delivered,Online,Apple Pay,0,1138.8,0,1138.8,13
O00273,C0307,5/27/2023,May,Q2,2023,Delivered,In-Store,Credit Card,0.1,92.64,10.17,102.81,13
O00274,C0356,5/17/2022,May,Q2,2022,Delivered,In-Store,Apple Pay,0,1314.31,0,1314.31,9
O00275,C0301,12/23/2023,December,Q4,2023,Returned,Online,Google Pay,0.2,385.36,0,385.36,
O00276,C0378,3/15/2023,March,Q1,2023,Delivered,Online,Debit Card,0,188.67,0,188.67,11
O00277,C0020,9/1/2022,September,Q3,2022,Delivered,Mobile App,PayPal,0,1098.79,0,1098.79,4
O00278,C0277,2/25/2022,February,Q1,2022,Returned,Mobile App,Apple Pay,0.1,303.3,0,303.3,
O00279,C0036,7/17/2022,July,Q3,2022,Delivered,Mobile App,Debit Card,0,700.35,0,700.35,14
O00280,C0408,7/29/2022,July,Q3,2022,Delivered,Online,Apple Pay,0,296.22,0,296.22,4
O00281,C0156,10/20/2022,October,Q4,2022,Returned,In-Store,Apple Pay,0,1040.33,0,1040.33,
O00282,C0011,1/26/2023,January,Q1,2023,Delivered,In-Store,Google Pay,0.1,1373.31,0,1373.31,8
O00283,C0037,12/8/2022,December,Q4,2022,Pending,Mobile App,Debit Card,0,799.08,0,799.08,
O00284,C0474,3/2/2023,March,Q1,2023,Delivered,Online,Apple Pay,0,898.89,0,898.89,13
O00285,C0468,12/23/2022,December,Q4,2022,Delivered,Online,Apple Pay,0.05,1758.85,0,1758.85,5
O00286,C0127,9/9/2023,September,Q3,2023,Delivered,Online,Credit Card,0.15,540.87,0,540.87,4
O00287,C0449,3/10/2023,March,Q1,2023,Delivered,In-Store,PayPal,0.1,462.28,0,462.28,13
O00288,C0449,4/2/2022,April,Q2,2022,Delivered,Mobile App,PayPal,0.15,302.34,0,302.34,12
O00289,C0158,1/7/2022,January,Q1,2022,Pending,Online,Credit Card,0,599.13,0,599.13,
O00290,C0376,3/18/2023,March,Q1,2023,Delivered,In-Store,Debit Card,0.15,530.37,0,530.37,8
O00291,C0291,8/6/2022,August,Q3,2022,Returned,Online,Debit Card,0.2,765.66,0,765.66,
O00292,C0056,10/14/2023,October,Q4,2023,Delivered,In-Store,Credit Card,0.05,463.36,0,463.36,4
O00293,C0245,5/12/2023,May,Q2,2023,Delivered,Online,PayPal,0.2,259.77,0,259.77,13
O00294,C0022,4/10/2022,April,Q2,2022,Delivered,Online,Google Pay,0.1,1022.5,0,1022.5,6
O00295,C0190,11/30/2023,November,Q4,2023,Delivered,Mobile App,PayPal,0.15,510.09,0,510.09,14
O00296,C0358,2/16/2023,February,Q1,2023,Delivered,Mobile App,Credit Card,0.2,443.8,0,443.8,10
O00297,C0352,11/6/2023,November,Q4,2023,Delivered,Mobile App,Credit Card,0.15,1017.16,0,1017.16,12
O00298,C0314,3/25/2022,March,Q1,2022,Delivered,Online,Credit Card,0.15,909.23,0,909.23,1
O00299,C0066,5/25/2023,May,Q2,2023,Cancelled,Mobile App,Apple Pay,0,139.28,0,139.28,
O00300,C0340,7/8/2023,July,Q3,2023,Returned,Mobile App,Debit Card,0.2,415.78,0,415.78,
O00301,C0083,12/1/2022,December,Q4,2022,Cancelled,Mobile App,PayPal,0.15,516.37,0,516.37,
O00302,C0393,9/8/2023,September,Q3,2023,Delivered,Online,Apple Pay,0.15,275.52,0,275.52,13
O00303,C0120,8/17/2022,August,Q3,2022,Delivered,In-Store,Credit Card,0,697.87,0,697.87,7
O00304,C0296,1/2/2022,January,Q1,2022,Delivered,Mobile App,Google Pay,0,1439.36,0,1439.36,2
O00305,C0203,1/10/2022,January,Q1,2022,Delivered,Mobile App,PayPal,0.2,1129.93,0,1129.93,5
O00306,C0258,12/7/2023,December,Q4,2023,Cancelled,Mobile App,Apple Pay,0.15,436.6,0,436.6,
O00307,C0361,1/21/2023,January,Q1,2023,Delivered,Mobile App,Debit Card,0.2,392.46,0,392.46,14
O00308,C0398,7/3/2022,July,Q3,2022,Delivered,In-Store,Debit Card,0,1813.42,0,1813.42,5
O00309,C0357,7/19/2022,July,Q3,2022,Delivered,Mobile App,PayPal,0.2,1008.81,0,1008.81,4
O00310,C0112,7/20/2022,July,Q3,2022,Delivered,Mobile App,Credit Card,0.15,283.84,0,283.84,11
O00311,C0431,6/22/2022,June,Q2,2022,Delivered,In-Store,Apple Pay,0,62.88,9.75,72.63,10
O00312,C0223,6/2/2022,June,Q2,2022,Returned,Online,Credit Card,0,1050.83,0,1050.83,
O00313,C0141,10/10/2023,October,Q4,2023,Delivered,Online,Credit Card,0,1002.37,0,1002.37,5
O00314,C0356,4/7/2022,April,Q2,2022,Delivered,Online,Apple Pay,0,202.43,0,202.43,3
O00315,C0208,12/19/2023,December,Q4,2023,Delivered,Mobile App,Google Pay,0.2,168.76,0,168.76,9
O00316,C0429,8/22/2023,August,Q3,2023,Returned,Online,Debit Card,0.2,408.18,0,408.18,
O00317,C0003,7/23/2023,July,Q3,2023,Delivered,Online,Credit Card,0,746.39,0,746.39,6
O00318,C0495,7/12/2023,July,Q3,2023,Delivered,Online,Debit Card,0,428.74,0,428.74,10
O00319,C0252,12/13/2023,December,Q4,2023,Delivered,Mobile App,Google Pay,0.1,431.52,0,431.52,5
O00320,C0439,8/9/2022,August,Q3,2022,Returned,Mobile App,PayPal,0,821.56,0,821.56,
O00321,C0134,1/26/2023,January,Q1,2023,Delivered,Online,Credit Card,0,1215.54,0,1215.54,2
O00322,C0323,10/3/2022,October,Q4,2022,Delivered,Mobile App,Google Pay,0.1,222.49,0,222.49,1
O00323,C0494,9/11/2023,September,Q3,2023,Delivered,In-Store,Credit Card,0.1,808.3,0,808.3,11
O00324,C0046,1/7/2023,January,Q1,2023,Cancelled,Mobile App,Debit Card,0,337.94,0,337.94,
O00325,C0373,11/10/2022,November,Q4,2022,Delivered,Mobile App,PayPal,0.15,655.98,0,655.98,13
O00326,C0380,11/26/2023,November,Q4,2023,Pending,Mobile App,Debit Card,0,1236.4,0,1236.4,
O00327,C0363,9/13/2022,September,Q3,2022,Pending,Mobile App,Apple Pay,0,1829,0,1829,
O00328,C0395,11/17/2022,November,Q4,2022,Delivered,Online,Debit Card,0,386.97,0,386.97,2
O00329,C0381,10/20/2022,October,Q4,2022,Delivered,Online,Google Pay,0.15,892.22,0,892.22,14
O00330,C0382,1/8/2022,January,Q1,2022,Delivered,Mobile App,Google Pay,0.15,885.67,0,885.67,6
O00331,C0488,2/22/2022,February,Q1,2022,Pending,Online,Debit Card,0,1621.82,0,1621.82,
O00332,C0002,10/9/2023,October,Q4,2023,Returned,In-Store,Google Pay,0.2,886.21,0,886.21,
O00333,C0055,1/6/2022,January,Q1,2022,Delivered,Online,PayPal,0,389.4,0,389.4,2
O00334,C0468,5/15/2023,May,Q2,2023,Delivered,In-Store,Debit Card,0.05,125.32,0,125.32,6
O00335,C0220,7/6/2022,July,Q3,2022,Delivered,Online,Apple Pay,0,557.71,0,557.71,5
O00336,C0021,5/17/2022,May,Q2,2022,Delivered,In-Store,Credit Card,0,1255.24,0,1255.24,9
O00337,C0372,2/3/2023,February,Q1,2023,Delivered,Online,Credit Card,0,1214.28,0,1214.28,1
O00338,C0348,12/17/2022,December,Q4,2022,Delivered,Online,Apple Pay,0,815.7,0,815.7,14
O00339,C0135,12/19/2023,December,Q4,2023,Delivered,Mobile App,Apple Pay,0.15,779.22,0,779.22,4
O00340,C0438,8/29/2023,August,Q3,2023,Returned,Online,Debit Card,0.05,657.41,0,657.41,
O00341,C0316,7/24/2022,July,Q3,2022,Delivered,Online,Apple Pay,0.1,133.29,0,133.29,4
O00342,C0173,3/13/2023,March,Q1,2023,Delivered,Mobile App,Apple Pay,0.15,850.2,0,850.2,1
O00343,C0001,2/23/2022,February,Q1,2022,Returned,In-Store,Apple Pay,0,546.19,0,546.19,
O00344,C0058,4/10/2022,April,Q2,2022,Delivered,In-Store,PayPal,0.15,589.83,0,589.83,9
O00345,C0310,1/16/2023,January,Q1,2023,Cancelled,Mobile App,Google Pay,0.05,336.97,0,336.97,
O00346,C0301,11/2/2023,November,Q4,2023,Returned,Online,Credit Card,0,800.89,0,800.89,
O00347,C0390,7/26/2022,July,Q3,2022,Delivered,Mobile App,Debit Card,0.05,832.44,0,832.44,11
O00348,C0368,5/1/2022,May,Q2,2022,Delivered,Online,Apple Pay,0.1,1531.5,0,1531.5,12
O00349,C0418,2/12/2023,February,Q1,2023,Delivered,Mobile App,Apple Pay,0.2,718.84,0,718.84,4
O00350,C0304,12/15/2023,December,Q4,2023,Pending,Mobile App,Google Pay,0,201.57,0,201.57,
O00351,C0363,10/2/2022,October,Q4,2022,Delivered,Mobile App,Credit Card,0.1,236.04,0,236.04,11
O00352,C0076,10/12/2022,October,Q4,2022,Cancelled,Online,Debit Card,0.2,460.77,0,460.77,
O00353,C0324,9/12/2023,September,Q3,2023,Delivered,Online,Google Pay,0,853.54,0,853.54,12
O00354,C0495,10/14/2022,October,Q4,2022,Cancelled,Online,Google Pay,0.15,787.35,0,787.35,
O00355,C0446,10/4/2023,October,Q4,2023,Pending,Mobile App,PayPal,0,634.17,0,634.17,
O00356,C0119,3/21/2023,March,Q1,2023,Delivered,Online,Credit Card,0.05,1142.13,0,1142.13,11
O00357,C0145,1/22/2022,January,Q1,2022,Delivered,Mobile App,Apple Pay,0.15,737.32,0,737.32,2
O00358,C0371,6/24/2023,June,Q2,2023,Delivered,Mobile App,Credit Card,0.05,971.17,0,971.17,3
O00359,C0128,3/27/2022,March,Q1,2022,Delivered,Mobile App,Credit Card,0.2,1250.94,0,1250.94,8
O00360,C0389,7/31/2023,July,Q3,2023,Delivered,In-Store,PayPal,0.05,1809.55,0,1809.55,9
O00361,C0152,4/16/2022,April,Q2,2022,Delivered,Online,Debit Card,0,1607.39,0,1607.39,2
O00362,C0115,4/15/2022,April,Q2,2022,Delivered,Online,Google Pay,0,560.06,0,560.06,6
O00363,C0308,7/5/2022,July,Q3,2022,Delivered,In-Store,Google Pay,0.2,1180.7,0,1180.7,6
O00364,C0076,2/4/2023,February,Q1,2023,Pending,Online,Credit Card,0.1,922.94,0,922.94,
O00365,C0247,12/12/2023,December,Q4,2023,Delivered,Mobile App,Debit Card,0.05,1003.15,0,1003.15,12
O00366,C0216,6/24/2023,June,Q2,2023,Delivered,Mobile App,PayPal,0,585.04,0,585.04,2
O00367,C0031,12/24/2022,December,Q4,2022,Delivered,In-Store,Apple Pay,0,440.14,0,440.14,7
O00368,C0376,1/27/2022,January,Q1,2022,Delivered,Online,Credit Card,0.15,488.32,0,488.32,1
O00369,C0292,3/3/2023,March,Q1,2023,Delivered,Online,Debit Card,0.15,332.24,0,332.24,8
O00370,C0401,10/23/2023,October,Q4,2023,Cancelled,Online,Debit Card,0,108.05,0,108.05,
O00371,C0385,6/27/2022,June,Q2,2022,Delivered,Online,Apple Pay,0.15,661.44,0,661.44,5
O00372,C0364,8/21/2022,August,Q3,2022,Delivered,In-Store,Credit Card,0.1,881.55,0,881.55,14
O00373,C0355,4/25/2023,April,Q2,2023,Delivered,Online,Apple Pay,0,897.97,0,897.97,1
O00374,C0123,10/16/2022,October,Q4,2022,Delivered,Online,Debit Card,0.1,319.29,0,319.29,4
O00375,C0138,3/29/2022,March,Q1,2022,Pending,Online,Credit Card,0,235.96,0,235.96,
O00376,C0183,10/17/2022,October,Q4,2022,Returned,In-Store,Apple Pay,0.15,720.1,0,720.1,
O00377,C0301,1/27/2023,January,Q1,2023,Delivered,In-Store,Debit Card,0,1444.3,0,1444.3,12
O00378,C0312,10/30/2023,October,Q4,2023,Pending,Mobile App,PayPal,0,684.9,0,684.9,
O00379,C0039,6/6/2022,June,Q2,2022,Delivered,Online,Debit Card,0.2,587.84,0,587.84,10
O00380,C0187,12/28/2022,December,Q4,2022,Delivered,Mobile App,Apple Pay,0,363.46,0,363.46,11
O00381,C0474,5/24/2022,May,Q2,2022,Pending,Online,PayPal,0.2,438.68,0,438.68,
O00382,C0439,9/27/2023,September,Q3,2023,Pending,In-Store,Google Pay,0.2,677.89,0,677.89,
O00383,C0260,4/6/2023,April,Q2,2023,Delivered,Mobile App,Credit Card,0.15,585.82,0,585.82,10
O00384,C0205,3/16/2022,March,Q1,2022,Delivered,Online,Credit Card,0,726.56,0,726.56,3
O00385,C0375,4/21/2022,April,Q2,2022,Delivered,Mobile App,Apple Pay,0,1680.96,0,1680.96,9
O00386,C0080,4/27/2023,April,Q2,2023,Returned,In-Store,Google Pay,0,378.62,0,378.62,
O00387,C0110,2/25/2022,February,Q1,2022,Delivered,Online,PayPal,0,415.03,0,415.03,7
O00388,C0042,11/2/2022,November,Q4,2022,Delivered,Mobile App,Debit Card,0.15,872.71,0,872.71,8
O00389,C0275,12/7/2023,December,Q4,2023,Delivered,In-Store,Google Pay,0.05,562.09,0,562.09,10
O00390,C0075,11/28/2022,November,Q4,2022,Delivered,Mobile App,Apple Pay,0,1098.35,0,1098.35,8
O00391,C0483,5/9/2022,May,Q2,2022,Delivered,Online,Debit Card,0.15,685.05,0,685.05,1
O00392,C0190,1/8/2023,January,Q1,2023,Cancelled,In-Store,Google Pay,0.2,578.04,0,578.04,
O00393,C0333,4/12/2023,April,Q2,2023,Delivered,In-Store,PayPal,0.2,1058.59,0,1058.59,3
O00394,C0278,3/23/2023,March,Q1,2023,Cancelled,Online,PayPal,0.15,635.11,0,635.11,
O00395,C0475,7/12/2023,July,Q3,2023,Pending,Mobile App,Google Pay,0.2,628.05,0,628.05,
O00396,C0437,3/7/2023,March,Q1,2023,Returned,Online,Google Pay,0.05,639,0,639,
O00397,C0212,10/23/2023,October,Q4,2023,Delivered,In-Store,Debit Card,0.1,1217.6,0,1217.6,1
O00398,C0079,1/19/2023,January,Q1,2023,Delivered,Mobile App,Google Pay,0.05,880.69,0,880.69,7
O00399,C0066,10/14/2023,October,Q4,2023,Delivered,Online,PayPal,0.1,1475.54,0,1475.54,14
O00400,C0284,6/12/2022,June,Q2,2022,Returned,Online,Credit Card,0,1373.11,0,1373.11,
O00401,C0472,3/22/2022,March,Q1,2022,Delivered,Mobile App,Apple Pay,0.15,1462.56,0,1462.56,13
O00402,C0134,11/7/2023,November,Q4,2023,Cancelled,Online,Debit Card,0.15,707.34,0,707.34,
O00403,C0444,4/16/2022,April,Q2,2022,Pending,Mobile App,Credit Card,0,325.58,0,325.58,
O00404,C0459,7/4/2022,July,Q3,2022,Delivered,Online,PayPal,0.2,189.72,0,189.72,8
O00405,C0408,1/23/2022,January,Q1,2022,Delivered,Online,Credit Card,0,1192.75,0,1192.75,11
O00406,C0311,2/2/2022,February,Q1,2022,Delivered,In-Store,Apple Pay,0.1,459.21,0,459.21,3
O00407,C0268,9/18/2022,September,Q3,2022,Returned,Mobile App,Credit Card,0.1,748.95,0,748.95,
O00408,C0390,6/6/2022,June,Q2,2022,Delivered,Online,Debit Card,0,186.98,0,186.98,5
O00409,C0141,5/9/2023,May,Q2,2023,Delivered,In-Store,Google Pay,0.15,536.93,0,536.93,7
O00410,C0473,7/17/2022,July,Q3,2022,Delivered,Mobile App,PayPal,0.05,388.74,0,388.74,7
O00411,C0306,10/6/2022,October,Q4,2022,Delivered,Mobile App,Apple Pay,0.05,764.52,0,764.52,5
O00412,C0301,2/24/2023,February,Q1,2023,Delivered,Online,Credit Card,0,396.68,0,396.68,6
O00413,C0075,11/18/2022,November,Q4,2022,Delivered,In-Store,Credit Card,0.15,180.16,0,180.16,10
O00414,C0408,11/26/2022,November,Q4,2022,Delivered,Online,PayPal,0.1,567.04,0,567.04,12
O00415,C0312,11/19/2023,November,Q4,2023,Delivered,Online,PayPal,0.2,185.53,0,185.53,1
O00416,C0411,5/21/2023,May,Q2,2023,Delivered,In-Store,Apple Pay,0,1176.62,0,1176.62,11
O00417,C0402,8/13/2023,August,Q3,2023,Pending,In-Store,Debit Card,0.2,179.19,0,179.19,
O00418,C0471,6/25/2023,June,Q2,2023,Delivered,Online,Credit Card,0.05,292.14,0,292.14,5
O00419,C0163,12/21/2022,December,Q4,2022,Delivered,Mobile App,PayPal,0.05,1592.17,0,1592.17,4
O00420,C0025,1/11/2022,January,Q1,2022,Delivered,In-Store,Apple Pay,0,347.68,0,347.68,12
O00421,C0445,2/23/2022,February,Q1,2022,Delivered,Online,Credit Card,0,1658.29,0,1658.29,3
O00422,C0299,4/17/2023,April,Q2,2023,Delivered,In-Store,Debit Card,0.2,66.12,10.02,76.14,9
O00423,C0271,9/4/2022,September,Q3,2022,Pending,In-Store,PayPal,0.2,853.44,0,853.44,
O00424,C0039,5/22/2023,May,Q2,2023,Returned,Online,Debit Card,0.05,180.61,0,180.61,
O00425,C0054,12/15/2022,December,Q4,2022,Delivered,In-Store,Apple Pay,0.15,334.92,0,334.92,7
O00426,C05,4/9/2023,April,Q2,2023,Delivered,Mobile App,Credit Card,0,979.86,0,979.86,3
O00427,C0237,4/20/2022,April,Q2,2022,Returned,Online,Apple Pay,0,252.72,0,252.72,
O00428,C0339,6/28/2023,June,Q2,2023,Delivered,In-Store,Credit Card,0.1,686.73,0,686.73,5
O00429,C0190,4/11/2022,April,Q2,2022,Delivered,Online,Debit Card,0,480.12,0,480.12,10
O00430,C0142,6/27/2023,June,Q2,2023,Delivered,Online,Credit Card,0.15,1227.21,0,1227.21,5
O00431,C0116,9/28/2023,September,Q3,2023,Delivered,Online,Credit Card,0,1452.65,0,1452.65,2
O00432,C0095,5/31/2023,May,Q2,2023,Cancelled,Mobile App,Debit Card,0,1259.11,0,1259.11,
O00433,C0011,7/1/2022,July,Q3,2022,Delivered,Mobile App,Credit Card,0.1,279.7,0,279.7,14
O00434,C0009,8/4/2023,August,Q3,2023,Returned,Mobile App,Google Pay,0,866.47,0,866.47,
O00435,C0280,9/21/2022,September,Q3,2022,Cancelled,In-Store,Apple Pay,0,1114.21,0,1114.21,
O00436,C0076,2/25/2023,February,Q1,2023,Delivered,In-Store,Apple Pay,0,870.38,0,870.38,12
O00437,C0046,7/18/2022,July,Q3,2022,Delivered,In-Store,Google Pay,0.05,1420.66,0,1420.66,1
O00438,C0297,6/17/2023,June,Q2,2023,Delivered,Online,Apple Pay,0.1,1274.15,0,1274.15,9
O00439,C0495,10/24/2022,October,Q4,2022,Cancelled,Online,PayPal,0,383.42,0,383.42,
O00440,C0423,8/31/2023,August,Q3,2023,Delivered,Online,PayPal,0,176.1,0,176.1,1
O00441,C0129,5/22/2022,May,Q2,2022,Cancelled,Mobile App,Google Pay,0,768.79,0,768.79,
O00442,C0113,2/2/2022,February,Q1,2022,Delivered,Mobile App,Apple Pay,0.05,1406.54,0,1406.54,11
O00443,C0394,7/24/2022,July,Q3,2022,Delivered,Online,Google Pay,0,837.9,0,837.9,7
O00444,C0401,3/24/2023,March,Q1,2023,Delivered,Mobile App,Apple Pay,0.15,398.22,0,398.22,8
O00445,C0182,3/14/2023,March,Q1,2023,Delivered,Online,Apple Pay,0,963.59,0,963.59,10
O00446,C0279,8/3/2023,August,Q3,2023,Delivered,Online,Debit Card,0.05,402.03,0,402.03,14
O00447,C0333,4/20/2022,April,Q2,2022,Delivered,In-Store,Google Pay,0.05,1342.2,0,1342.2,12
O00448,C0105,6/13/2023,June,Q2,2023,Pending,Mobile App,Debit Card,0.15,984.33,0,984.33,
O00449,C0413,5/12/2023,May,Q2,2023,Delivered,Online,Credit Card,0,678.76,0,678.76,2
O00450,C0243,1/26/2022,January,Q1,2022,Delivered,Online,Credit Card,0,1574.76,0,1574.76,3
O00451,C0326,1/23/2022,January,Q1,2022,Delivered,Mobile App,Debit Card,0.1,526.45,0,526.45,5
O00452,C0342,4/13/2022,April,Q2,2022,Delivered,In-Store,Apple Pay,0.05,1130.44,0,1130.44,1
O00453,C0298,11/7/2022,November,Q4,2022,Pending,Online,PayPal,0,618.51,0,618.51,
O00454,C0142,1/10/2022,January,Q1,2022,Delivered,Mobile App,Google Pay,0,476.59,0,476.59,11
O00455,C0078,12/27/2022,December,Q4,2022,Pending,Mobile App,PayPal,0.2,948.54,0,948.54,
O00456,C0295,12/27/2023,December,Q4,2023,Delivered,In-Store,Google Pay,0.1,700.45,0,700.45,4
O00457,C0050,11/13/2023,November,Q4,2023,Pending,Online,PayPal,0.2,358.05,0,358.05,
O00458,C0054,6/28/2022,June,Q2,2022,Delivered,Online,Credit Card,0.1,1156.53,0,1156.53,7
O00459,C0069,10/15/2023,October,Q4,2023,Returned,In-Store,Apple Pay,0.05,978.58,0,978.58,
O00460,C0223,6/26/2023,June,Q2,2023,Delivered,Mobile App,Credit Card,0.15,161.38,0,161.38,6
O00461,C0397,2/22/2023,February,Q1,2023,Delivered,Mobile App,Google Pay,0.05,228.06,0,228.06,14
O00462,C0243,5/28/2023,May,Q2,2023,Delivered,Mobile App,Google Pay,0.2,283.22,0,283.22,13
O00463,C0265,11/2/2022,November,Q4,2022,Delivered,Online,Debit Card,0,510.24,0,510.24,1
O00464,C0115,10/24/2022,October,Q4,2022,Delivered,In-Store,Credit Card,0.2,1056.49,0,1056.49,5
O00465,C0205,9/26/2023,September,Q3,2023,Delivered,Mobile App,Apple Pay,0,162.07,0,162.07,6
O00466,C0216,9/25/2022,September,Q3,2022,Delivered,Online,Debit Card,0,692.58,0,692.58,2
O00467,C0413,8/1/2023,August,Q3,2023,Delivered,Online,Apple Pay,0.1,231.25,0,231.25,8
O00468,C0485,5/13/2022,May,Q2,2022,Delivered,Online,Credit Card,0.05,751.22,0,751.22,1
O00469,C0014,7/20/2022,July,Q3,2022,Delivered,Mobile App,Apple Pay,0,684.11,0,684.11,6
O00470,C0181,7/18/2022,July,Q3,2022,Delivered,Online,Debit Card,0,848.09,0,848.09,13
O00471,C0008,9/13/2022,September,Q3,2022,Delivered,Online,Debit Card,0.05,227.82,0,227.82,6
O00472,C0180,9/9/2023,September,Q3,2023,Cancelled,Mobile App,Google Pay,0.05,260.03,0,260.03,
O00473,C0481,7/11/2023,July,Q3,2023,Pending,In-Store,Debit Card,0.05,979.92,0,979.92,
O00474,C0270,10/1/2022,October,Q4,2022,Delivered,Online,PayPal,0.05,492.88,0,492.88,12
O00475,C0284,8/4/2022,August,Q3,2022,Delivered,Mobile App,Credit Card,0,179.9,0,179.9,2
O00476,C0011,5/26/2023,May,Q2,2023,Cancelled,In-Store,Google Pay,0.05,96.2,4.19,100.39,
O00477,C0313,1/29/2023,January,Q1,2023,Delivered,Online,Apple Pay,0.05,1234.77,0,1234.77,13
O00478,C0179,1/27/2022,January,Q1,2022,Cancelled,Mobile App,Debit Card,0.2,702.16,0,702.16,
O00479,C0199,11/26/2023,November,Q4,2023,Pending,Online,Google Pay,0.15,452.54,0,452.54,
O00480,C0144,11/30/2023,November,Q4,2023,Delivered,Mobile App,Google Pay,0,427.44,0,427.44,13
O00481,C0335,9/15/2023,September,Q3,2023,Delivered,In-Store,Google Pay,0.15,184.52,0,184.52,8
O00482,C0237,1/18/2022,January,Q1,2022,Delivered,Online,Credit Card,0,2122.6,0,2122.6,2
O00483,C0226,7/4/2022,July,Q3,2022,Cancelled,In-Store,Apple Pay,0,1106.62,0,1106.62,
O00484,C0336,2/9/2022,February,Q1,2022,Pending,Mobile App,PayPal,0,634.25,0,634.25,
O00485,C0348,12/28/2022,December,Q4,2022,Returned,In-Store,Credit Card,0,290.42,0,290.42,
O00486,C0262,3/21/2022,March,Q1,2022,Returned,In-Store,Google Pay,0,452.31,0,452.31,
O00487,C0013,12/1/2022,December,Q4,2022,Delivered,Online,PayPal,0.05,351.08,0,351.08,1
O00488,C0055,9/16/2023,September,Q3,2023,Delivered,Mobile App,Google Pay,0.2,446.45,0,446.45,11
O00489,C0372,6/3/2022,June,Q2,2022,Delivered,Online,Debit Card,0.1,1509.33,0,1509.33,11
O00490,C0269,6/17/2023,June,Q2,2023,Delivered,In-Store,Debit Card,0.2,1012.17,0,1012.17,8
O00491,C0376,2/24/2023,February,Q1,2023,Delivered,In-Store,Google Pay,0.1,941.26,0,941.26,10
O00492,C0424,5/9/2022,May,Q2,2022,Delivered,Mobile App,Debit Card,0.1,611.2,0,611.2,7
O00493,C0216,6/2/2023,June,Q2,2023,Pending,Mobile App,Debit Card,0.05,470.4,0,470.4,
O00494,C0365,4/27/2023,April,Q2,2023,Delivered,Online,Apple Pay,0,48.76,1.99,50.75,14
O00495,C0272,2/2/2023,February,Q1,2023,Delivered,Mobile App,Apple Pay,0.15,1146.76,0,1146.76,2
O00496,C0379,12/30/2022,December,Q4,2022,Delivered,Online,Apple Pay,0,1551.95,0,1551.95,6
O00497,C0346,10/27/2023,October,Q4,2023,Delivered,In-Store,Apple Pay,0,914.13,0,914.13,10
O00498,C0261,3/13/2023,March,Q1,2023,Delivered,Online,PayPal,0.2,806.48,0,806.48,10
O00499,C0161,4/12/2022,April,Q2,2022,Cancelled,Mobile App,Credit Card,0,1173.19,0,1173.19,
O005,C0474,8/26/2022,August,Q3,2022,Delivered,Online,Debit Card,0.1,764.58,0,764.58,8
O00501,C0427,1/27/2022,January,Q1,2022,Returned,In-Store,Google Pay,0.05,614.05,0,614.05,
O00502,C0253,9/27/2022,September,Q3,2022,Delivered,In-Store,Credit Card,0,520.14,0,520.14,12
O00503,C0039,12/1/2022,December,Q4,2022,Delivered,In-Store,Apple Pay,0.15,226.22,0,226.22,2
O00504,C0478,12/24/2023,December,Q4,2023,Returned,Mobile App,Credit Card,0.15,1022.16,0,1022.16,
O00505,C0136,4/27/2023,April,Q2,2023,Pending,Mobile App,Apple Pay,0,966.09,0,966.09,
O00506,C0002,3/21/2023,March,Q1,2023,Pending,Mobile App,Google Pay,0,123.12,0,123.12,
