item_id,order_id,product_id,product_name,brand,category,size,quantity,unit_price,discount_pct,discount_amount,line_total
I01173,O00463,P0154,Skechers Sports Pro,Skechers,Sports,41,3,170.08,0,0.00,510.24
I01174,O00464,P0041,Puma Casual Classic,Puma,Casual,45,3,103.61,0.2,20.72,248.67
I01175,O00464,P0074,New Balance Running Pro,New Balance,Running,44,1,274.18,0.2,54.84,219.34
I01176,O00464,P0020,Adidas Running Classic,Adidas,Running,44,3,245.2,0.2,49.04,588.48
I01177,O00465,P0168,Clarks Casual Classic,Clarks,Casual,36,1,162.07,0,0.00,162.07
I01178,O00466,P0141,Timberland Sandals Pro,Timberland,Sandals,36,3,160.21,0,0.00,480.63
I01179,O00466,P0085,New Balance Sandals Classic,New Balance,Sandals,43,1,211.95,0,0.00,211.95
I01180,O00467,P0157,Skechers Sandals Pro,Skechers,Sandals,44,1,256.94,0.1,25.69,231.25
I01181,O00468,P0130,Timberland Casual Classic,Timberland,Casual,42,2,145.21,0.05,7.26,275.9
I01182,O00468,P0058,Reebok Casual Classic,Reebok,Casual,40,2,163.52,0.05,8.18,310.68
I01183,O00468,P0167,Clarks Casual Classic,Clarks,Casual,36,1,173.3,0.05,8.67,164.64
I01184,O00469,P0100,Vans Sports Pro,Vans,Sports,42,2,75.37,0,0.00,150.74
I01185,O00469,P0097,Vans Formal Classic,Vans,Formal,38,3,105.6,0,0.00,316.8
I01186,O00469,P0179,Clarks Boots Pro,Clarks,Boots,43,1,89.95,0,0.00,89.95
I01187,O00469,P0033,Adidas Sandals Pro,Adidas,Sandals,45,1,126.62,0,0.00,126.62
I01188,O00470,P0024,Adidas Casual Pro,Adidas,Casual,42,1,117.98,0,0.00,117.98
I01189,O00470,P0151,Skechers Formal Pro,Skechers,Formal,44,3,86.04,0,0.00,258.12
I01190,O00470,P0003,Nike Running Classic,Nike,Running,36,3,157.33,0,0.00,471.99
I01191,O00471,P0047,Puma Sports Pro,Puma,Sports,36,2,119.91,0.05,6.00,227.82
I01192,O00472,P0123,Converse Sandals Classic,Converse,Sandals,37,1,169.35,0.05,8.47,160.88
I01193,O00472,P0169,Clarks Formal Classic,Clarks,Formal,40,1,104.37,0.05,5.22,99.15
I01194,O00473,P0078,New Balance Casual Pro,New Balance,Casual,40,3,201.57,0.05,10.08,574.47
I01195,O00473,P0094,Vans Casual Classic,Vans,Casual,39,3,142.26,0.05,7.11,405.45
I01196,O00474,P0160,Skechers Boots Classic,Skechers,Boots,39,1,189.44,0.05,9.47,179.97
I01197,O00474,P0125,Converse Boots Pro,Converse,Boots,44,1,210.22,0.05,10.51,199.71
I01198,O00474,P0072,Reebok Boots Pro,Reebok,Boots,40,1,119.16,0.05,5.96,113.2
I01199,O00475,P0179,Clarks Boots Pro,Clarks,Boots,43,2,89.95,0,0.00,179.9
I01200,O00476,P0077,New Balance Casual Pro,New Balance,Casual,36,1,101.26,0.05,5.06,96.2
I01201,O00477,P0012,Nike Sports Classic,Nike,Sports,42,1,160.99,0.05,8.05,152.94
I01202,O00477,P0058,Reebok Casual Classic,Reebok,Casual,36,3,163.52,0.05,8.18,466.02
I01203,O00477,P0053,Puma Boots Classic,Puma,Boots,40,3,181.32,0.05,9.07,516.75
I01204,O00477,P0098,Vans Formal Classic,Vans,Formal,44,1,104.27,0.05,5.21,99.06
I01205,O00478,P0008,Nike Formal Pro,Nike,Formal,42,2,107,0.2,21.40,171.2
I01206,O00478,P0088,New Balance Boots Classic,New Balance,Boots,36,3,158.09,0.2,31.62,379.41
I01207,O00478,P0160,Skechers Boots Classic,Skechers,Boots,44,1,189.44,0.2,37.89,151.55
I01208,O00479,P0146,Skechers Running Pro,Skechers,Running,42,1,223.18,0.15,33.48,189.7
I01209,O00479,P0133,Timberland Formal Pro,Timberland,Formal,39,2,53.38,0.15,8.01,90.74
I01210,O00479,P0067,Reebok Sandals Pro,Reebok,Sandals,36,1,202.47,0.15,30.37,172.1
I01211,O00480,P0087,New Balance Sandals Pro,New Balance,Sandals,45,1,143.9,0,0.00,143.9
I01212,O00480,P0147,Skechers Running Classic,Skechers,Running,41,2,75.81,0,0.00,151.62
I01213,O00480,P0102,Vans Sports Classic,Vans,Sports,40,2,65.96,0,0.00,131.92
I01214,O00481,P0083,New Balance Sports Pro,New Balance,Sports,38,2,108.54,0.15,16.28,184.52
I01215,O00482,P0123,Converse Sandals Classic,Converse,Sandals,36,2,169.35,0,0.00,338.7
I01216,O00482,P0164,Clarks Running Classic,Clarks,Running,37,3,205.8,0,0.00,617.4
I01217,O00482,P0143,Timberland Boots Classic,Timberland,Boots,45,2,198.02,0,0.00,396.04
I01218,O00482,P0056,Reebok Running Classic,Reebok,Running,41,3,256.82,0,0.00,770.46
I01219,O00483,P0059,Reebok Casual Pro,Reebok,Casual,45,1,267.44,0,0.00,267.44
I01220,O00483,P0162,Skechers Boots Pro,Skechers,Boots,36,3,201.91,0,0.00,605.73
I01221,O00483,P0045,Puma Formal Pro,Puma,Formal,37,1,233.45,0,0.00,233.45
I01222,O00484,P0142,Timberland Boots Classic,Timberland,Boots,40,1,99.37,0,0.00,99.37
I01223,O00484,P0059,Reebok Casual Pro,Reebok,Casual,36,2,267.44,0,0.00,534.88
I01224,O00485,P0130,Timberland Casual Classic,Timberland,Casual,37,2,145.21,0,0.00,290.42
I01225,O00486,P0175,Clarks Sandals Pro,Clarks,Sandals,42,1,232.79,0,0.00,232.79
I01226,O00486,P0107,Vans Boots Classic,Vans,Boots,38,2,109.76,0,0.00,219.52
I01227,O00487,P0076,New Balance Casual Pro,New Balance,Casual,41,1,73.12,0.05,3.66,69.46
I01228,O00487,P0160,Skechers Boots Classic,Skechers,Boots,40,1,189.44,0.05,9.47,179.97
I01229,O00487,P0008,Nike Formal Pro,Nike,Formal,45,1,107,0.05,5.35,101.65
I01230,O00488,P0149,Skechers Casual Pro,Skechers,Casual,42,1,90.21,0.2,18.04,72.17
I01231,O00488,P0089,New Balance Boots Classic,New Balance,Boots,36,3,155.95,0.2,31.19,374.28
I01232,O00489,P0129,Timberland Running Classic,Timberland,Running,42,3,124.84,0.1,12.48,337.08
I01233,O00489,P0148,Skechers Casual Classic,Skechers,Casual,37,3,72.04,0.1,7.20,194.52
I01234,O00489,P0162,Skechers Boots Pro,Skechers,Boots,36,3,201.91,0.1,20.19,545.16
I01235,O00489,P0141,Timberland Sandals Pro,Timberland,Sandals,43,3,160.21,0.1,16.02,432.57
I01236,O00490,P0148,Skechers Casual Classic,Skechers,Casual,41,1,72.04,0.2,14.41,57.63
I01237,O00490,P0076,New Balance Casual Pro,New Balance,Casual,43,1,73.12,0.2,14.62,58.5
I01238,O00490,P0063,Reebok Formal Classic,Reebok,Formal,37,2,242.1,0.2,48.42,387.36
I01239,O00490,P0085,New Balance Sandals Classic,New Balance,Sandals,39,3,211.95,0.2,42.39,508.68
I01240,O00491,P0020,Adidas Running Classic,Adidas,Running,45,2,245.2,0.1,24.52,441.36
I01241,O00491,P0093,Vans Running Pro,Vans,Running,43,1,231.31,0.1,23.13,208.18
I01242,O00491,P0168,Clarks Casual Classic,Clarks,Casual,39,2,162.07,0.1,16.21,291.72
I01243,O00492,P0067,Reebok Sandals Pro,Reebok,Sandals,41,2,202.47,0.1,20.25,364.44
I01244,O00492,P0074,New Balance Running Pro,New Balance,Running,37,1,274.18,0.1,27.42,246.76
I01245,O00493,P0004,Nike Casual Pro,Nike,Casual,42,1,237.18,0.05,11.86,225.32
I01246,O00493,P0043,Puma Formal Pro,Puma,Formal,44,2,128.99,0.05,6.45,245.08
I01247,O00494,P0177,Clarks Sandals Classic,Clarks,Sandals,37,1,48.76,0,0.00,48.76
I01248,O00495,P0143,Timberland Boots Classic,Timberland,Boots,41,2,198.02,0.15,29.70,336.64
I01249,O00495,P0062,Reebok Formal Classic,Reebok,Formal,45,3,106.93,0.15,16.04,272.67
I01250,O00495,P0076,New Balance Casual Pro,New Balance,Casual,37,3,73.12,0.15,10.97,186.45
I01251,O00495,P0031,Adidas Sandals Classic,Adidas,Sandals,36,3,137.65,0.15,20.65,351
I01252,O00496,P0123,Converse Sandals Classic,Converse,Sandals,45,3,169.35,0,0.00,508.05
I01253,O00496,P0180,Clarks Boots Pro,Clarks,Boots,37,3,207.68,0,0.00,623.04
I01254,O00496,P0035,Adidas Boots Classic,Adidas,Boots,36,1,61.13,0,0.00,61.13
I01255,O00496,P0047,Puma Sports Pro,Puma,Sports,45,3,119.91,0,0.00,359.73
I01256,O00497,P0131,Timberland Casual Classic,Timberland,Casual,40,1,161.61,0,0.00,161.61
I01257,O00497,P0151,Skechers Formal Pro,Skechers,Formal,41,2,86.04,0,0.00,172.08
I01258,O00497,P0072,Reebok Boots Pro,Reebok,Boots,45,1,119.16,0,0.00,119.16
I01259,O00497,P0025,Adidas Formal Classic,Adidas,Formal,44,3,153.76,0,0.00,461.28
I01260,O00498,P0046,Puma Sports Classic,Puma,Sports,39,3,123.12,0.2,24.62,295.5
I01261,O00498,P0037,Puma Running Classic,Puma,Running,44,2,162.79,0.2,32.56,260.46
I01262,O00498,P0011,Nike Sports Pro,Nike,Sports,45,2,156.57,0.2,31.31,250.52
I01263,O00499,P0071,Reebok Boots Classic,Reebok,Boots,38,1,246.89,0,0.00,246.89
I01264,O00499,P0125,Converse Boots Pro,Converse,Boots,40,2,210.22,0,0.00,420.44
I01265,O00499,P0113,Converse Casual Classic,Converse,Casual,37,3,168.62,0,0.00,505.86
I01266,O005,P0131,Timberland Casual Classic,Timberland,Casual,36,3,161.61,0.1,16.16,436.35
I01267,O005,P0044,Puma Formal Classic,Puma,Formal,44,3,85.9,0.1,8.59,231.93
I01268,O005,P0008,Nike Formal Pro,Nike,Formal,36,1,107,0.1,10.70,96.3
I01269,O00501,P0114,Converse Casual Pro,Converse,Casual,40,2,130.14,0.05,6.51,247.26
I01270,O00501,P0134,Timberland Formal Classic,Timberland,Formal,37,1,132.85,0.05,6.64,126.21
I01271,O00501,P0033,Adidas Sandals Pro,Adidas,Sandals,42,2,126.62,0.05,6.33,240.58
I01272,O00502,P0021,Adidas Running Classic,Adidas,Running,39,3,173.38,0,0.00,520.14
I01273,O00503,P0132,Timberland Casual Pro,Timberland,Casual,41,1,91.12,0.15,13.67,77.45
I01274,O00503,P0173,Clarks Sports Classic,Clarks,Sports,42,1,175.02,0.15,26.25,148.77
I01275,O00504,P0161,Skechers Boots Pro,Skechers,Boots,45,1,161.57,0.15,24.24,137.33
I01276,O00504,P0003,Nike Running Classic,Nike,Running,39,2,157.33,0.15,23.60,267.46
I01277,O00504,P0063,Reebok Formal Classic,Reebok,Formal,39,3,242.1,0.15,36.32,617.37
I01278,O00505,P0034,Adidas Boots Classic,Adidas,Boots,37,3,154.8,0,0.00,464.4
I01279,O00505,P0051,Puma Sandals Classic,Puma,Sandals,39,3,167.23,0,0.00,501.69
I01280,O00506,P0046,Puma Sports Classic,Puma,Sports,42,1,123.12,0,0.00,123.12
I01281,O00507,P0169,Clarks Formal Classic,Clarks,Formal,43,2,104.37,0.1,10.44,187.86
I01282,O00507,P0047,Puma Sports Pro,Puma,Sports,42,2,119.91,0.1,11.99,215.84
I01283,O00507,P0077,New Balance Casual Pro,New Balance,Casual,41,3,101.26,0.1,10.13,273.39
I01284,O00507,P0060,Reebok Casual Classic,Reebok,Casual,43,3,149.19,0.1,14.92,402.81
I01285,O00508,P0084,New Balance Sports Pro,New Balance,Sports,42,3,34.31,0.05,1.72,97.77
I01286,O00508,P0064,Reebok Sports Pro,Reebok,Sports,38,1,131.53,0.05,6.58,124.95
I01287,O00509,P0124,Converse Boots Pro,Converse,Boots,45,2,95.75,0.2,19.15,153.2
I01288,O00510,P0105,Vans Sandals Pro,Vans,Sandals,44,1,217.4,0,0.00,217.4
I01289,O00511,P0114,Converse Casual Pro,Converse,Casual,36,2,130.14,0.2,26.03,208.22
I01290,O00511,P0109,Converse Running Pro,Converse,Running,43,2,197.63,0.2,39.53,316.2
I01291,O00511,P0103,Vans Sandals Pro,Vans,Sandals,39,3,131.97,0.2,26.39,316.74
I01292,O00512,P0043,Puma Formal Pro,Puma,Formal,37,3,128.99,0.1,12.90,348.27
I01293,O00512,P0138,Timberland Sports Pro,Timberland,Sports,45,3,236.86,0.1,23.69,639.51
I01294,O00512,P0053,Puma Boots Classic,Puma,Boots,38,2,181.32,0.1,18.13,326.38
I01295,O00513,P0086,New Balance Sandals Classic,New Balance,Sandals,44,2,143.9,0.2,28.78,230.24
I01296,O00514,P0138,Timberland Sports Pro,Timberland,Sports,39,3,236.86,0,0.00,710.58
I01297,O00514,P0102,Vans Sports Classic,Vans,Sports,38,2,65.96,0,0.00,131.92
I01298,O00515,P0006,Nike Casual Pro,Nike,Casual,44,1,277.39,0.2,55.48,221.91
I01299,O00515,P0135,Timberland Formal Classic,Timberland,Formal,43,2,163.29,0.2,32.66,261.26
I01300,O00516,P0177,Clarks Sandals Classic,Clarks,Sandals,37,2,48.76,0.15,7.31,82.9
I01301,O00516,P0064,Reebok Sports Pro,Reebok,Sports,42,2,131.53,0.15,19.73,223.6
I01302,O00516,P0009,Nike Formal Pro,Nike,Formal,40,1,261.69,0.15,39.25,222.44
I01303,O00517,P0004,Nike Casual Pro,Nike,Casual,44,3,237.18,0,0.00,711.54
I01304,O00518,P0080,New Balance Formal Pro,New Balance,Formal,42,2,197.43,0.2,39.49,315.88
I01305,O00519,P0068,Reebok Sandals Classic,Reebok,Sandals,42,2,143.42,0,0.00,286.84
I01306,O00519,P0168,Clarks Casual Classic,Clarks,Casual,42,2,162.07,0,0.00,324.14
I01307,O00519,P0148,Skechers Casual Classic,Skechers,Casual,39,1,72.04,0,0.00,72.04
I01308,O00520,P0063,Reebok Formal Classic,Reebok,Formal,42,2,242.1,0.1,24.21,435.78
I01309,O00520,P0098,Vans Formal Classic,Vans,Formal,44,2,104.27,0.1,10.43,187.68
I01310,O00520,P0005,Nike Casual Classic,Nike,Casual,37,3,111.2,0.1,11.12,300.24
I01311,O00521,P0123,Converse Sandals Classic,Converse,Sandals,37,3,169.35,0,0.00,508.05
I01312,O00522,P0054,Puma Boots Classic,Puma,Boots,39,3,118.57,0,0.00,355.71
I01313,O00522,P0126,Converse Boots Classic,Converse,Boots,38,1,50.24,0,0.00,50.24
I01314,O00523,P0080,New Balance Formal Pro,New Balance,Formal,36,1,197.43,0.05,9.87,187.56
I01315,O00523,P0087,New Balance Sandals Pro,New Balance,Sandals,45,2,143.9,0.05,7.20,273.4
I01316,O00524,P0128,Timberland Running Classic,Timberland,Running,41,1,42.43,0.1,4.24,38.19
I01317,O00524,P0081,New Balance Formal Classic,New Balance,Formal,43,2,156.16,0.1,15.62,281.08
I01318,O00524,P0167,Clarks Casual Classic,Clarks,Casual,44,3,173.3,0.1,17.33,467.91
I01319,O00525,P0004,Nike Casual Pro,Nike,Casual,44,1,237.18,0,0.00,237.18
I01320,O00526,P0127,Timberland Running Pro,Timberland,Running,44,3,163.31,0.05,8.17,465.42
I01321,O00526,P0044,Puma Formal Classic,Puma,Formal,38,2,85.9,0.05,4.30,163.22
I01322,O00527,P0112,Converse Casual Pro,Converse,Casual,41,3,243.69,0,0.00,731.07
I01323,O00527,P0076,New Balance Casual Pro,New Balance,Casual,41,3,73.12,0,0.00,219.36
I01324,O00527,P0174,Clarks Sports Pro,Clarks,Sports,38,3,207.55,0,0.00,622.65
I01325,O00527,P0070,Reebok Boots Pro,Reebok,Boots,40,1,172.11,0,0.00,172.11
I01326,O00528,P0085,New Balance Sandals Classic,New Balance,Sandals,43,3,211.95,0,0.00,635.85
I01327,O00528,P0035,Adidas Boots Classic,Adidas,Boots,41,1,61.13,0,0.00,61.13
I01328,O00528,P0043,Puma Formal Pro,Puma,Formal,38,2,128.99,0,0.00,257.98
I01329,O00529,P0178,Clarks Boots Pro,Clarks,Boots,44,1,94.64,0,0.00,94.64
I01330,O00530,P0144,Timberland Boots Pro,Timberland,Boots,39,1,119.7,0.15,17.96,101.75
I01331,O00530,P0058,Reebok Casual Classic,Reebok,Casual,40,2,163.52,0.15,24.53,277.98
I01332,O00530,P0089,New Balance Boots Classic,New Balance,Boots,45,2,155.95,0.15,23.39,265.12
I01333,O00530,P0161,Skechers Boots Pro,Skechers,Boots,40,3,161.57,0.15,24.24,411.99
I01334,O00531,P0027,Adidas Formal Classic,Adidas,Formal,40,1,97.89,0,0.00,97.89
I01335,O00531,P0056,Reebok Running Classic,Reebok,Running,37,3,256.82,0,0.00,770.46
I01336,O00531,P0072,Reebok Boots Pro,Reebok,Boots,44,1,119.16,0,0.00,119.16
I01337,O00532,P0071,Reebok Boots Classic,Reebok,Boots,38,1,246.89,0.1,24.69,222.2
I01338,O00532,P0158,Skechers Sandals Pro,Skechers,Sandals,39,1,148.87,0.1,14.89,133.98
I01339,O00532,P0172,Clarks Sports Classic,Clarks,Sports,37,1,36.09,0.1,3.61,32.48
I01340,O00532,P0122,Converse Sandals Classic,Converse,Sandals,38,3,181.73,0.1,18.17,490.68
I01341,O00533,P0131,Timberland Casual Classic,Timberland,Casual,42,2,161.61,0,0.00,323.22
I01342,O00534,P0097,Vans Formal Classic,Vans,Formal,40,2,105.6,0.05,5.28,200.64
I01343,O00534,P0099,Vans Formal Classic,Vans,Formal,41,3,190.12,0.05,9.51,541.83
I01344,O00534,P0122,Converse Sandals Classic,Converse,Sandals,37,3,181.73,0.05,9.09,517.92
I01345,O00535,P0114,Converse Casual Pro,Converse,Casual,40,3,130.14,0.1,13.01,351.39
I01346,O00535,P0126,Converse Boots Classic,Converse,Boots,37,3,50.24,0.1,5.02,135.66
I01347,O00536,P0120,Converse Sports Pro,Converse,Sports,42,3,206.17,0.2,41.23,494.82
I01348,O00536,P0172,Clarks Sports Classic,Clarks,Sports,45,1,36.09,0.2,7.22,28.87
I01349,O00536,P0089,New Balance Boots Classic,New Balance,Boots,39,3,155.95,0.2,31.19,374.28
I01350,O00537,P0050,Puma Sandals Classic,Puma,Sandals,45,1,174.83,0.1,17.48,157.35
I01351,O00538,P0156,Skechers Sports Pro,Skechers,Sports,36,2,220.07,0,0.00,440.14
I01352,O00539,P0161,Skechers Boots Pro,Skechers,Boots,43,3,161.57,0,0.00,484.71
I01353,O00539,P0015,Nike Sandals Classic,Nike,Sandals,43,3,243.44,0,0.00,730.32
I01354,O00539,P0147,Skechers Running Classic,Skechers,Running,38,2,75.81,0,0.00,151.62
I01355,O00539,P0008,Nike Formal Pro,Nike,Formal,44,2,107,0,0.00,214
I01356,O00540,P0046,Puma Sports Classic,Puma,Sports,37,2,123.12,0.15,18.47,209.3
I01357,O00540,P0034,Adidas Boots Classic,Adidas,Boots,43,1,154.8,0.15,23.22,131.58
I01358,O00540,P0022,Adidas Casual Pro,Adidas,Casual,36,3,95.55,0.15,14.33,243.66
I01359,O00541,P0173,Clarks Sports Classic,Clarks,Sports,41,3,175.02,0,0.00,525.06
I01360,O00541,P0082,New Balance Sports Classic,New Balance,Sports,36,3,231.91,0,0.00,695.73
I01361,O00541,P0044,Puma Formal Classic,Puma,Formal,42,3,85.9,0,0.00,257.7
I01362,O00542,P0069,Reebok Sandals Classic,Reebok,Sandals,38,1,252.72,0,0.00,252.72
I01363,O00543,P0071,Reebok Boots Classic,Reebok,Boots,37,2,246.89,0,0.00,493.78
I01364,O00543,P0144,Timberland Boots Pro,Timberland,Boots,43,2,119.7,0,0.00,239.4
I01365,O00544,P0047,Puma Sports Pro,Puma,Sports,37,3,119.91,0,0.00,359.73
I01366,O00545,P0096,Vans Casual Classic,Vans,Casual,37,2,68.69,0.15,10.30,116.78
I01367,O00546,P0098,Vans Formal Classic,Vans,Formal,38,2,104.27,0,0.00,208.54
I01368,O00546,P0074,New Balance Running Pro,New Balance,Running,41,3,274.18,0,0.00,822.54
I01369,O00546,P0046,Puma Sports Classic,Puma,Sports,39,2,123.12,0,0.00,246.24
I01370,O00547,P0179,Clarks Boots Pro,Clarks,Boots,43,1,89.95,0,0.00,89.95
I01371,O00547,P0113,Converse Casual Classic,Converse,Casual,45,2,168.62,0,0.00,337.24
I01372,O00547,P0068,Reebok Sandals Classic,Reebok,Sandals,41,2,143.42,0,0.00,286.84
I01373,O00548,P0040,Puma Casual Pro,Puma,Casual,42,3,248.81,0.05,12.44,709.11
I01374,O00548,P0138,Timberland Sports Pro,Timberland,Sports,40,2,236.86,0.05,11.84,450.04
I01375,O00548,P0146,Skechers Running Pro,Skechers,Running,41,1,223.18,0.05,11.16,212.02
I01376,O00548,P0054,Puma Boots Classic,Puma,Boots,44,3,118.57,0.05,5.93,337.92
I01377,O00549,P0067,Reebok Sandals Pro,Reebok,Sandals,37,1,202.47,0.05,10.12,192.35
I01378,O00550,P0083,New Balance Sports Pro,New Balance,Sports,42,3,108.54,0.1,10.85,293.07
I01379,O00550,P0096,Vans Casual Classic,Vans,Casual,45,3,68.69,0.1,6.87,185.46
I01380,O00551,P0108,Vans Boots Pro,Vans,Boots,37,2,98.67,0,0.00,197.34
I01381,O00551,P0122,Converse Sandals Classic,Converse,Sandals,41,1,181.73,0,0.00,181.73
I01382,O00551,P0086,New Balance Sandals Classic,New Balance,Sandals,38,2,143.9,0,0.00,287.8
I01383,O00552,P0148,Skechers Casual Classic,Skechers,Casual,42,3,72.04,0.1,7.20,194.52
I01384,O00553,P0087,New Balance Sandals Pro,New Balance,Sandals,36,2,143.9,0.1,14.39,259.02
I01385,O00553,P0124,Converse Boots Pro,Converse,Boots,44,1,95.75,0.1,9.58,86.18
I01386,O00553,P0174,Clarks Sports Pro,Clarks,Sports,42,1,207.55,0.1,20.76,186.8
I01387,O00553,P0103,Vans Sandals Pro,Vans,Sandals,40,2,131.97,0.1,13.20,237.54
I01388,O00554,P0077,New Balance Casual Pro,New Balance,Casual,45,1,101.26,0,0.00,101.26
I01389,O00554,P0153,Skechers Formal Classic,Skechers,Formal,38,1,130.96,0,0.00,130.96
I01390,O00554,P0179,Clarks Boots Pro,Clarks,Boots,41,3,89.95,0,0.00,269.85
I01391,O00554,P0135,Timberland Formal Classic,Timberland,Formal,37,1,163.29,0,0.00,163.29
I01392,O00555,P0001,Nike Running Classic,Nike,Running,38,1,128.64,0.05,6.43,122.21
I01393,O00555,P0169,Clarks Formal Classic,Clarks,Formal,40,2,104.37,0.05,5.22,198.3
I01394,O00555,P0038,Puma Running Classic,Puma,Running,38,1,166.96,0.05,8.35,158.61
I01395,O00556,P0143,Timberland Boots Classic,Timberland,Boots,41,1,198.02,0.15,29.70,168.32
I01396,O00556,P0096,Vans Casual Classic,Vans,Casual,43,1,68.69,0.15,10.30,58.39
I01397,O00556,P0002,Nike Running Classic,Nike,Running,42,3,108.24,0.15,16.24,276
I01398,O00556,P0123,Converse Sandals Classic,Converse,Sandals,39,3,169.35,0.15,25.40,431.85
I01399,O00557,P0082,New Balance Sports Classic,New Balance,Sports,42,2,231.91,0,0.00,463.82
I01400,O00557,P0035,Adidas Boots Classic,Adidas,Boots,42,3,61.13,0,0.00,183.39
I01401,O00557,P0103,Vans Sandals Pro,Vans,Sandals,37,3,131.97,0,0.00,395.91
I01402,O00557,P0084,New Balance Sports Pro,New Balance,Sports,43,2,34.31,0,0.00,68.62
I01403,O00558,P0061,Reebok Formal Pro,Reebok,Formal,41,2,131.13,0.2,26.23,209.8
I01404,O00559,P0128,Timberland Running Classic,Timberland,Running,36,1,42.43,0,0.00,42.43
I01405,O00560,P0080,New Balance Formal Pro,New Balance,Formal,40,1,197.43,0,0.00,197.43
I01406,O00560,P0100,Vans Sports Pro,Vans,Sports,38,2,75.37,0,0.00,150.74
I01407,O00560,P0173,Clarks Sports Classic,Clarks,Sports,42,1,175.02,0,0.00,175.02
I01408,O00560,P0124,Converse Boots Pro,Converse,Boots,44,3,95.75,0,0.00,287.25
I01409,O00561,P0004,Nike Casual Pro,Nike,Casual,41,1,237.18,0.2,47.44,189.74
I01410,O00562,P0172,Clarks Sports Classic,Clarks,Sports,42,2,36.09,0.15,5.41,61.36
I01411,O00562,P0103,Vans Sandals Pro,Vans,Sandals,37,2,131.97,0.15,19.80,224.34
I01412,O00562,P0109,Converse Running Pro,Converse,Running,43,3,197.63,0.15,29.64,503.97
I01413,O00562,P0014,Nike Sandals Classic,Nike,Sandals,41,3,62.88,0.15,9.43,160.35
I01414,O00563,P0137,Timberland Sports Classic,Timberland,Sports,38,1,152.46,0.05,7.62,144.84
I01415,O00563,P0099,Vans Formal Classic,Vans,Formal,41,1,190.12,0.05,9.51,180.61
I01416,O00563,P0173,Clarks Sports Classic,Clarks,Sports,45,3,175.02,0.05,8.75,498.81
I01417,O00564,P0011,Nike Sports Pro,Nike,Sports,36,2,156.57,0,0.00,313.14
I01418,O00564,P0032,Adidas Sandals Pro,Adidas,Sandals,41,3,240.85,0,0.00,722.55
I01419,O00564,P0126,Converse Boots Classic,Converse,Boots,42,2,50.24,0,0.00,100.48
I01420,O00564,P0118,Converse Sports Pro,Converse,Sports,40,2,199.3,0,0.00,398.6
I01421,O00565,P0005,Nike Casual Classic,Nike,Casual,36,2,111.2,0.05,5.56,211.28
I01422,O00565,P0115,Converse Formal Pro,Converse,Formal,37,3,139.28,0.05,6.96,396.96
I01423,O00565,P0084,New Balance Sports Pro,New Balance,Sports,36,2,34.31,0.05,1.72,65.18
I01424,O00566,P0033,Adidas Sandals Pro,Adidas,Sandals,43,3,126.62,0,0.00,379.86
I01425,O00566,P0038,Puma Running Classic,Puma,Running,40,2,166.96,0,0.00,333.92
I01426,O00567,P0096,Vans Casual Classic,Vans,Casual,45,1,68.69,0,0.00,68.69
I01427,O00567,P0010,Nike Sports Pro,Nike,Sports,37,3,198.22,0,0.00,594.66
I01428,O00568,P0006,Nike Casual Pro,Nike,Casual,40,1,277.39,0.05,13.87,263.52
I01429,O00569,P0078,New Balance Casual Pro,New Balance,Casual,36,1,201.57,0,0.00,201.57
I01430,O00569,P0158,Skechers Sandals Pro,Skechers,Sandals,45,2,148.87,0,0.00,297.74
I01431,O00569,P0132,Timberland Casual Pro,Timberland,Casual,39,2,91.12,0,0.00,182.24
I01432,O00569,P0139,Timberland Sandals Pro,Timberland,Sandals,40,2,289.39,0,0.00,578.78
I01433,O00570,P0174,Clarks Sports Pro,Clarks,Sports,42,1,207.55,0,0.00,207.55
I01434,O00570,P0073,New Balance Running Pro,New Balance,Running,36,1,173.47,0,0.00,173.47
I01435,O00570,P0070,Reebok Boots Pro,Reebok,Boots,38,2,172.11,0,0.00,344.22
I01436,O00571,P0084,New Balance Sports Pro,New Balance,Sports,40,3,34.31,0,0.00,102.93
I01437,O00571,P0057,Reebok Running Classic,Reebok,Running,45,3,149.13,0,0.00,447.39
I01438,O00571,P0017,Nike Boots Pro,Nike,Boots,45,2,233.2,0,0.00,466.4
I01439,O00572,P0088,New Balance Boots Classic,New Balance,Boots,38,2,158.09,0,0.00,316.18
I01440,O00572,P0082,New Balance Sports Classic,New Balance,Sports,43,2,231.91,0,0.00,463.82
I01441,O00572,P0089,New Balance Boots Classic,New Balance,Boots,44,1,155.95,0,0.00,155.95
I01442,O00573,P0147,Skechers Running Classic,Skechers,Running,41,3,75.81,0.15,11.37,193.32
I01443,O00573,P0021,Adidas Running Classic,Adidas,Running,39,1,173.38,0.15,26.01,147.37
I01444,O00573,P0162,Skechers Boots Pro,Skechers,Boots,44,3,201.91,0.15,30.29,514.86
I01445,O00573,P0125,Converse Boots Pro,Converse,Boots,40,2,210.22,0.15,31.53,357.38
I01446,O00574,P0150,Skechers Casual Classic,Skechers,Casual,42,3,41.33,0.1,4.13,111.6
I01447,O00574,P0043,Puma Formal Pro,Puma,Formal,36,2,128.99,0.1,12.90,232.18
I01448,O00574,P0160,Skechers Boots Classic,Skechers,Boots,44,2,189.44,0.1,18.94,341
